# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
6.02,18,8701.822746
6.97,29,8709.591329
7.36,38,8720.091863
5.89,32,8728.766295
6.72,23,8735.357378
7.36,36,8746.193045
7.14,20,8752.137843
6.85,31,8761.227066
6.57,27,8768.580978
6.78,23,8774.777401
7.04,27,8782.620228
6.97,28,8790.505887
7.44,31,8799.238455
5.29,27,8807.128455
7.87,30,8815.661989
5.53,16,8820.355833
6.27,22,8826.663322
6.86,27,8833.895385
7.49,27,8841.576744
5.82,22,8847.388177
6.6,28,8855.210461
7.08,26,8862.383141
7.2,31,8871.046837
6.87,29,8879.417585
7.82,39,8890.309294
5.41,21,8896.160054
5.8,27,8904.050559
7.6,43,8915.652184
5.39,18,8920.546782
6.87,38,8931.289217
7.11,28,8939.250724
6.07,27,8946.860188
7.15,29,8954.803287
7.95,31,8963.293258
4.51,24,8970.359595
6.86,26,8977.575632
4.65,26,8984.869492
7.78,42,8997.614359
6.59,26,9005.335878
7.45,33,9014.093796
6.57,32,9023.481008
6.13,25,9030.587034
4.47,20,9035.858795
6.94,20,9041.282296
7.53,42,9053.121648
6.58,23,9059.635374
5.04,18,9064.811307
7.21,26,9071.779809
6.04,32,9080.617787
7.28,36,9090.931732
7.78,28,9098.749262
6.29,17,9103.508831
7.03,27,9111.265953
7.44,33,9120.459743
6.45,25,9127.171144
7.06,23,9133.359457
6.79,22,9139.780005
6.79,31,9148.833109
6.62,25,9155.589461
6.67,24,9162.023073
5.99,31,9170.713179
7.15,25,9178.196042
7.36,36,9188.033041
7.4,31,9196.790878
5.52,23,9203.367373
6.47,32,9212.51408
7.45,38,9223.268767
5.18,22,9229.435522
5.98,27,9236.444188
6.83,22,9242.725881
6.32,27,9250.740908
7.06,28,9258.325025
5.89,30,9266.755692
6.34,30,9275.190549
7.11,20,9280.98265
7.23,30,9289.453865
7.82,31,9298.499785
6.61,21,9304.569921
6.11,24,9311.103894
7.12,26,9318.391548
7.7,31,9327.027544
7.12,28,9334.814909
7.32,32,9343.647498
6.74,29,9351.881103
6.31,28,9359.972346
5.71,18,9364.91617
7.34,24,9371.625147
5.14,25,9378.772579
6.96,27,9386.721736
5.51,18,9391.1827
4.38,15,9395.19956
6.58,30,9403.713508
7.67,27,9411.234807
5.31,18,9416.29774
7.88,31,9425.190559
6.9,35,9434.548802
6.34,25,9441.922796
7.1,30,9450.488478
6.29,28,9458.060697
7.09,27,9464.932796
7.94,31,9473.983622
5.99,27,9481.218279
7.02,24,9488.043526
6.58,32,9496.806377
6.59,22,9502.764368
5.37,16,9507.185746
8.15,25,9514.325176
6.45,28,9522.249268
6.78,33,9531.372151
6.53,29,9539.71655
6.56,24,9546.191491
5.88,22,9552.435812
7.94,30,9560.675034
7.48,22,9566.492863
5.5,29,9574.763342
5.91,26,9582.198692
7.55,30,9590.568738
7.92,32,9600.109569
6.81,28,9607.693833
6.77,27,9615.10166
6.68,18,9620.229879
7.12,29,9628.184842
5.55,19,9633.643949
6.54,23,9640.34848
6.71,27,9647.864266
7.99,22,9654.104617
7.7,33,9663.278595
5.98,18,9668.339468
8.4,31,9676.371772
7.69,22,9682.667361
6.05,22,9688.740611
6.22,27,9696.148067
7.53,28,9703.707993
7.24,24,9710.557826
6.94,25,9717.144349
6.37,19,9722.384231
6.03,23,9728.896496
7.55,27,9736.127082
6.87,23,9742.32426
6.08,31,9750.952315
6.32,36,9760.959971
7.01,19,9766.365512
6.28,19,9771.556119
7.54,32,9780.388585
6.86,28,9788.228166
7.53,24,9794.840658
5.29,16,9799.065052
6.18,28,9806.896333
5.4,21,9812.847487
7.88,31,9821.78858
6.92,35,9831.632446
8.23,33,9840.469815
7.46,30,9849.159265
7.19,20,9854.723297
7.78,33,9863.89399
6.52,23,9870.326183
6.35,28,9878.17354
7.93,33,9887.860006
7.48,29,9896.447888
6.6,26,9903.54432
6.28,20,9909.139303
6.45,27,9916.533678
5.6,20,9921.970096
6.19,20,9927.77631
7.11,29,9935.850409
6.66,28,9944.284099
5.23,23,9951.052655
7.07,28,9959.199784
6.88,39,9969.94251
7.24,42,9981.399991
7.01,26,9988.807808
5.99,26,9995.735133
6.48,22,10002.003352
6.75,20,10007.318011
7.63,32,10015.984355
7.09,27,10023.835161
5.09,23,10030.148187
7.07,28,10037.961277
5.46,32,10047.161993
6.15,29,10055.097858
7.51,26,10062.373868
5.54,21,10068.199251
5.5,18,10073.317319
8.09,27,10080.476528
6.6,25,10087.760431
8.48,36,10098.075042
5.81,23,10104.255205
5.94,28,10111.759216
6.98,27,10119.21907
6.59,28,10127.124521
6.86,29,10135.105786
5.05,24,10141.045695
6.77,24,10147.663734
7.97,25,10154.820379
6.59,30,10163.009837
5.87,18,10168.201156
6.77,21,10173.875517
7.23,24,10181.040514
4.99,20,10186.482158
6.78,24,10192.972359
6.22,27,10200.720402
6.83,36,10210.578493
6.9,26,10217.917108
6.84,20,10223.632748
7.3,22,10229.562592
5.97,26,10237.207827
5.81,27,10244.351899
7.67,34,10253.801076
6.17,24,10260.64164
7.33,29,10269.054331
6.86,30,10277.066701
7.35,31,10285.529548
5.62,25,10292.52006
7.71,35,10302.462535
7.49,36,10312.817418
7.05,32,10321.731838
6.83,33,10330.845496
7.57,34,10340.393824
7.42,36,10350.193846
5.99,24,10357.127625
7.63,27,10364.412235
7.93,43,10376.235007
7.21,24,10382.786323
6.66,26,10390.057879
5.91,22,10396.055264
7.55,25,10403.045179
6.88,22,10409.030586
4.5,15,10413.080215
6.87,25,10420.288747
5.07,17,10424.712954
6.86,28,10432.723983
6.89,32,10441.617412
7.25,31,10450.339207
6.72,27,10458.039268
6.77,28,10465.385022
7.52,29,10473.360837
7.06,24,10480.057906
6.06,27,10487.489581
7.83,25,10494.318143
7.95,29,10502.42855
7.14,29,10510.921393
7.1,24,10517.95691
7.36,27,10525.245084
6.73,39,10536.083875
6.91,25,10543.050838
6.97,24,10549.69436
7.44,36,10559.473328
7.67,24,10566.038167
6.44,27,10574.193771
6.13,21,10580.021524
6.66,24,10586.711335
7.12,30,10595.243752
7.12,23,10601.849213
7.05,27,10609.487138
6.97,22,10615.58365
5.09,22,10621.537962
4.56,18,10626.958473
6.89,25,10633.897831
7.19,32,10642.547668
7.15,22,10648.282258
6.92,25,10655.592885
7.87,32,10664.396399
7.54,26,10671.607532
6.81,21,10677.392237
7.2,26,10684.369664
5.46,24,10691.17864
5.67,24,10697.888952
5.82,21,10703.983093
7.03,27,10711.45338
7.11,24,10718.16212
5.88,26,10725.643675
5.77,23,10731.828164
8.13,35,10741.290767
7.18,31,10750.163925
7.51,39,10761.136315
7.58,33,10770.564713
6.91,23,10776.892946
5.68,23,10783.810044
6.81,24,10790.418831
7.41,24,10796.761309
7.78,29,10804.714362
7.65,44,10819.511154
5.79,24,10827.125376
8.43,33,10837.924824
7.01,24,10845.413919
3.88,18,10851.220763
7.49,28,10859.433435
6.72,18,10864.250086
7.67,30,10873.070587
7.69,29,10881.470641
6.53,25,10888.610242
7.25,35,10898.64163
6.99,33,10908.082351
7.34,32,10916.801288
5.61,17,10921.487052
6.37,29,10929.581473
7.68,28,10937.647277
8.0,24,10944.210702
7.52,20,10949.630779
7.0,29,10957.674377
7.25,34,10967.465102
6.78,29,10976.138097
2.24,8,10978.166944
7.38,32,10987.121177
6.49,22,10993.056427
5.71,18,10998.158015
7.1,24,11004.787966
6.11,19,11010.224774
7.76,21,11016.456597
7.5,34,11026.295917
6.43,21,11032.244961
7.24,26,11039.604106
6.36,25,11047.049732
6.83,31,11056.016145
8.33,36,11066.349804
6.21,23,11072.835871
7.14,34,11082.308359
7.41,24,11089.138016
4.91,21,11094.965793
6.87,34,11104.623546
6.46,24,11111.036389
6.74,28,11119.16679
6.64,20,11124.872247
6.54,23,11131.519575
7.84,29,11139.598364
6.51,27,11147.215308
7.2,35,11157.334324
6.78,35,11167.065736
6.86,27,11174.777091
6.42,26,11181.849987
7.97,29,11190.42725
7.15,21,11196.595699
7.16,26,11203.71212
6.54,29,11212.464952
6.99,30,11221.294931
7.85,25,11228.281744
6.04,22,11235.205986
5.75,23,11242.324205
7.56,30,11253.493468
7.58,27,11265.255156
7.24,33,11275.76002
7.13,29,11284.041306
3.7,21,11290.052059
6.26,26,11297.343682
6.76,18,11302.583807
7.4,32,11311.957538
5.98,23,11318.292364
7.4,34,11328.182244
5.1,19,11333.769385
6.77,32,11343.496196
7.03,31,11352.892915
7.07,26,11360.743738
7.04,20,11366.537375
6.41,31,11375.724642
7.09,29,11384.828158
5.49,17,11389.87507
4.89,17,11394.808392
6.63,22,11401.817704
7.55,25,11409.132067
7.91,30,11418.093988
5.96,17,11423.340061
7.05,24,11430.323407
8.01,42,11442.778836
6.3,21,11449.229559
7.94,28,11457.426107
6.54,21,11463.430574
6.91,25,11471.228325
7.43,28,11479.94792
7.46,34,11490.028443
6.78,26,11497.980766
8.55,33,11507.867122
7.55,28,11516.17394
6.32,34,11526.277147
7.7,35,11536.96942
4.75,17,11541.944841
5.51,26,11550.064543
5.51,25,11557.628894
8.03,27,11565.455983
6.54,25,11572.512628
7.37,35,11583.074634
6.94,28,11591.665588
6.11,29,11600.207533
6.21,25,11607.946528
5.83,21,11614.443258
7.32,36,11624.983393
6.62,31,11633.90822
6.63,25,11641.346003
6.86,20,11647.15026
6.87,29,11655.307139
8.03,39,11666.602713
5.78,29,11675.05233
6.47,22,11681.438229
7.07,29,11689.471314
7.11,26,11696.985255
6.51,27,11704.945156
6.93,29,11713.666224
5.11,27,11722.519751
5.43,23,11730.070562
7.34,35,11741.024521
6.56,26,11748.63959
6.49,22,11755.478987
5.88,25,11763.136898
8.25,30,11772.040866
7.28,26,11779.662326
5.29,16,11784.3917
6.8,16,11789.332024
6.66,24,11796.628183
7.86,38,11808.040715
7.4,31,11817.436405
7.36,26,11825.18536
5.39,20,11831.141825
6.78,21,11837.280519
7.88,32,11847.507354
5.93,22,11853.841435
6.19,23,11860.413439
5.88,26,11868.197696
5.49,21,11874.483616
7.78,30,11883.141436
6.65,21,11889.280733
6.87,29,11897.502481
7.69,36,11908.271659
7.42,37,11919.48868
5.95,25,11926.748061
7.69,29,11935.074363
7.48,22,11941.66344
7.28,27,11949.478752
6.7,25,11956.799198
5.96,25,11964.224336
6.73,27,11972.621512
7.45,22,11979.207603
6.51,30,11988.095213
6.94,28,11996.005044
6.88,30,12004.558453
7.71,27,12012.372202
7.31,30,12021.60084
5.92,23,12028.222782
7.65,26,12035.929436
7.18,35,12046.574142
7.23,35,12057.287366
7.02,33,12067.222448
7.85,23,12073.822528
5.72,16,12078.799854
6.96,24,12086.167472
7.07,28,12094.316222
6.39,27,12102.554007
7.14,28,12110.780983
7.16,21,12117.072574
6.77,31,12126.399611
7.03,24,12133.357754
7.04,32,12142.443884
4.96,24,12149.838873
7.41,29,12158.394263
5.82,25,12165.171521
7.09,26,12173.077812
7.45,19,12178.546196
6.24,24,12186.069309
6.59,26,12193.784753
5.81,29,12202.386978
7.53,31,12211.568099
6.69,21,12217.840185
5.93,21,12223.853475
8.07,37,12235.336085
5.75,28,12243.649856
5.75,26,12251.504681
7.28,29,12260.388225
7.15,26,12268.218602
6.04,18,12274.209975
7.2,28,12282.432339
6.73,26,12290.074392
6.63,27,12297.898827
6.27,25,12305.28361
6.74,25,12312.379498
7.06,25,12319.926784
6.27,22,12326.603721
7.57,39,12338.155384
7.66,31,12347.331093
6.76,32,12356.626541
7.38,37,12368.6003
4.76,19,12374.351471
6.87,34,12384.801896
6.08,17,12389.72931
5.68,26,12397.419646
4.54,17,12402.60079
6.19,23,12409.542238
8.1,28,12417.322538
6.46,20,12422.979328
5.57,20,12428.51111
7.26,29,12437.030512
7.13,30,12445.920712
6.8,21,12451.778057
6.76,23,12458.740285
6.77,26,12466.497542
3.64,16,12471.675967
7.23,25,12478.820414
6.18,25,12486.545708
6.52,28,12495.076999
6.54,24,12502.748707
5.83,20,12508.586796
7.27,23,12515.322904
3.23,13,12519.119125
7.31,36,12530.133724
6.76,22,12536.669976
6.28,33,12546.45459
7.45,34,12556.589864
7.31,26,12564.724158
6.9,25,12572.045179
6.53,29,12580.706721
7.71,33,12590.439769
5.83,18,12596.242959
5.23,20,12602.117053
5.74,22,12608.524735
5.61,19,12614.073418
6.25,34,12624.062448
6.51,27,12631.616461
7.31,26,12639.61631
4.18,20,12645.561386
6.13,26,12652.960499
4.33,21,12659.352245
5.95,20,12664.839776
8.08,31,12673.782829
7.14,30,12682.60017
7.23,30,12691.156778
6.56,30,12699.518609
6.53,31,12708.445832
6.18,32,12717.898328
3.87,14,12722.190432
7.83,28,12729.746248
7.57,42,12741.759415
4.95,25,12748.683656
4.43,19,12754.354079
6.08,26,12761.92193
6.96,30,12770.621221
8.2,31,12779.447048
6.42,24,12786.045204
6.29,23,12792.237971
6.81,33,12801.929778
7.58,31,12810.399954
7.22,26,12818.136089
8.17,33,12827.708952
7.79,36,12837.928628
7.01,31,12846.580098
5.31,20,12852.411795
7.84,24,12859.449538
6.49,30,12867.944448
5.89,26,12875.574275
6.88,25,12883.290337
6.51,30,12891.968395
7.15,31,12900.378109
5.71,32,12909.718592
7.25,18,12914.789555
4.6,14,12918.738228
7.61,23,12926.132544
7.69,25,12933.469026
7.84,18,12938.810223
5.78,26,12946.636428
8.0,35,12956.78111
4.78,17,12961.468206
6.53,23,12968.605831
7.02,37,12979.630685
6.38,24,12986.725132
7.43,30,12995.424667
6.95,27,13003.227975
7.19,32,13012.839514
7.94,30,13021.731219
6.44,22,13028.081906
7.35,31,13037.366377
5.91,29,13045.607696
6.06,28,13053.78343
7.2,25,13061.11917
7.7,25,13068.370026
6.22,22,13074.565013
7.49,35,13085.342841
7.37,26,13092.716781
6.27,26,13100.410206
6.18,23,13107.044605
7.82,29,13115.284979
7.06,28,13123.749595
5.84,24,13130.584366
4.79,24,13137.897122
7.26,37,13149.013807
6.26,29,13157.016252
6.57,24,13164.02406
8.09,27,13171.581978
6.72,19,13177.260615
7.33,31,13186.472762
7.63,28,13194.482745
7.43,23,13201.105718
7.77,27,13208.938812
7.64,32,13218.588081
7.41,31,13228.634748
7.03,34,13238.920234
5.67,23,13245.671713
6.78,23,13252.555967
6.63,25,13259.624087
7.69,25,13266.925872
8.0,31,13275.947022
6.99,21,13281.964431
6.84,26,13289.504966
4.52,23,13296.515241
6.48,28,13304.700337
7.04,31,13313.881203
6.24,27,13321.87828
6.88,24,13328.631948
6.48,23,13335.076869
6.41,29,13344.003775
7.46,24,13351.089876
6.71,27,13359.54216
6.45,29,13367.768791
4.98,13,13371.302756
4.26,21,13378.24792
4.25,16,13382.990768
7.44,28,13391.686647
8.0,36,13402.216729
7.63,32,13411.673351
7.02,25,13418.900648
7.87,35,13429.528735
7.34,32,13438.486178
7.19,35,13448.898204
4.17,18,13454.016586
7.55,26,13461.574563
7.69,33,13471.118541
5.62,20,13477.087947
6.81,25,13484.522864
7.24,30,13493.282996
7.01,25,13500.490268
7.04,33,13510.156929
5.53,22,13516.672683
8.12,34,13527.120577
4.96,24,13534.480644
7.84,30,13544.048253
6.65,26,13551.452163
6.73,23,13558.440594
6.61,28,13566.366978
6.45,25,13574.011685
6.27,25,13581.116354
5.91,25,13588.83235
7.2,31,13597.987635
7.59,27,13606.2641
7.16,32,13615.753978
6.72,30,13624.527959
7.09,36,13635.375806
7.19,19,13640.801437
5.67,19,13646.139921
6.73,22,13653.117772
6.78,24,13660.431277
6.83,26,13667.962814
6.59,24,13675.057559
5.36,24,13682.062007
6.67,18,13687.34706
7.14,34,13696.956569
7.09,30,13705.690526
6.48,30,13714.509617
6.21,21,13720.85592
5.55,28,13729.333019
5.9,25,13736.771623
5.88,21,13742.761963
7.12,25,13750.267259
6.66,22,13756.974944
7.57,29,13765.555495
6.09,26,13773.201109
6.5,24,13780.21241
7.52,28,13788.497505
5.7,22,13795.426436
5.79,19,13800.67777
7.45,36,13811.453209
6.67,27,13818.912582
7.98,33,13828.678616
6.42,31,13837.791288
7.93,35,13848.042275
7.59,34,13858.44123
7.11,18,13863.365826
7.17,35,13873.437373
7.18,20,13879.456686
6.64,21,13885.406189
6.54,26,13893.157562
7.37,27,13901.396816
6.91,30,13910.225126
6.72,27,13918.095098
7.92,40,13930.055153
7.01,29,13938.732263
6.59,30,13947.8344
6.81,24,13954.950509
6.38,26,13962.427
6.49,21,13968.563084
6.89,25,13975.837692
7.76,39,13987.071998
6.64,25,13994.367279
7.96,34,14004.314245
6.37,25,14011.261046
6.26,22,14017.889467
6.82,48,14031.871996
7.38,40,14043.668938
7.13,22,14050.092554
5.89,22,14056.613272
6.68,29,14065.823858
6.98,33,14075.003843
7.02,33,14084.798436
7.07,29,14093.266408
6.76,36,14104.305082
6.86,25,14111.629437
6.45,19,14117.38709
6.22,29,14125.711189
6.0,34,14135.469209
6.31,25,14142.658747
6.31,24,14149.235433
6.76,24,14156.077205
7.15,21,14162.468706
6.64,28,14170.8986
7.36,29,14179.295909
6.88,20,14185.192623
7.38,40,14197.377718
6.08,32,14206.654487
7.09,19,14212.21274
6.89,20,14217.938669
6.35,28,14225.604204
7.77,29,14234.139647
8.22,28,14242.442935
7.66,25,14249.717099
7.43,28,14257.795646
6.89,24,14264.898059
6.88,28,14273.058515
7.0,30,14282.072721
6.98,26,14289.671097
6.96,26,14297.813652
7.21,20,14303.517292
7.01,30,14312.366044
7.37,33,14322.144987
7.6,40,14333.917984
6.77,34,14343.700593
6.62,23,14350.71168
6.85,31,14359.306554
7.11,40,14371.316646
8.06,28,14379.490025
5.76,21,14385.402873
6.22,22,14391.818193
6.59,31,14400.702488
8.38,33,14410.842472
7.43,38,14423.394308
6.47,24,14431.72335
6.36,35,14443.283395
7.97,30,14452.495764
6.2,29,14461.753156
6.07,24,14469.062155
7.12,19,14474.506904
6.25,31,14483.730279
6.82,30,14492.371257
7.74,31,14501.198045
7.3,25,14508.755461
5.64,20,14514.447449
6.4,28,14522.639698
8.28,30,14531.112061
7.17,33,14541.028712
6.66,27,14549.044904
7.56,30,14557.898444
6.95,26,14565.298755
6.17,21,14571.218296
8.21,32,14580.498976
6.93,28,14588.62784
6.94,37,14599.719567
8.81,26,14607.54788
7.09,30,14616.944799
7.18,22,14624.00698
7.1,33,14634.611897
5.2,24,14641.848045
7.13,28,14650.492609
6.96,26,14658.39657
7.58,26,14665.928372
7.48,32,14674.805856
7.23,32,14684.48959
6.97,20,14690.338971
7.44,21,14696.423762
6.91,26,14704.430744
7.81,30,14713.474159
8.16,25,14720.580567
7.09,23,14727.429303
7.53,30,14736.817504
5.92,25,14743.890013
6.45,22,14750.304776
6.24,25,14757.890796
6.88,27,14765.488051
7.42,30,14774.161247
6.61,27,14782.02501
7.44,18,14787.012398
6.72,29,14795.322542
6.66,29,14804.134926
7.12,28,14812.199895
6.87,30,14821.303519
6.66,23,14827.924519
7.39,21,14833.969245
6.63,26,14841.966971
7.21,27,14849.951347
7.77,33,14860.914124
6.56,30,14873.238067
8.5,44,14887.673778
6.54,21,14893.737152
5.88,25,14900.884611
5.74,22,14907.371033
7.34,37,14920.641802
7.5,30,14929.627758
5.62,26,14938.260343
6.19,25,14945.79236
6.96,28,14954.27714
7.13,33,14964.22319
6.78,29,14972.496513
6.34,27,14980.213523
6.72,28,14987.960564
7.13,36,14998.229593
6.01,30,15006.893361
6.33,25,15014.208555
6.68,28,15021.987336
6.47,27,15029.924381
6.25,20,15035.637439
6.14,24,15042.555499
6.46,19,15048.259731
6.31,30,15057.725229
7.45,29,15065.988016
5.92,23,15072.542787
7.18,32,15081.388192
7.71,26,15088.880129
5.84,23,15095.427671
7.58,23,15102.055414
7.37,27,15109.733901
6.83,30,15118.522067
7.87,32,15127.612313
6.65,28,15135.704049
6.36,29,15144.368216
5.94,20,15150.708153
7.28,24,15157.764813
7.09,32,15167.442952
7.81,33,15176.989765
6.86,30,15185.558953
8.13,43,15197.760782
6.87,37,15208.707227
7.58,24,15215.463735
8.28,41,15226.942425
3.65,21,15233.340006
7.86,30,15241.88604
6.39,32,15251.214474
7.38,33,15261.147844
6.8,28,15269.004041
6.58,28,15276.926587
8.16,34,15286.528056
6.68,25,15293.786248
7.21,30,15302.699063
6.73,24,15309.325166
7.68,37,15319.912565
4.95,20,15325.473763
7.23,36,15336.132171
7.15,34,15345.888415
7.19,37,15356.15997
6.49,30,15364.616263
6.77,25,15371.877775
7.41,28,15379.848222
7.5,23,15386.455271
8.06,30,15395.046757
8.51,20,15400.515716
7.08,29,15408.835184
7.32,21,15415.066509
6.52,32,15424.160252
6.88,32,15433.576739
6.99,31,15442.503821
5.18,16,15447.089577
6.59,29,15455.037094
8.06,37,15465.226858
6.37,25,15472.329959
5.55,21,15478.234086
6.55,24,15484.796067
6.62,32,15493.799398
7.15,25,15501.082678
7.23,28,15508.98224
6.53,27,15516.646174
8.42,33,15525.950216
7.44,32,15535.291467
8.02,42,15546.999356
8.05,33,15556.270141
6.32,24,15563.514421
6.22,24,15570.155765
6.23,25,15577.624603
6.47,28,15585.859054
6.01,22,15592.06836
6.48,31,15600.987645
6.8,34,15610.366141
6.4,22,15616.493657
6.23,26,15624.138391
7.47,32,15633.557673
6.46,29,15641.929323
7.71,32,15651.248802
8.07,30,15659.944976
6.52,32,15668.764058
7.15,28,15676.653883
6.9,28,15684.623906
5.65,18,15689.561409
6.12,20,15695.332059
5.99,30,15704.318978
7.99,29,15712.426059
7.72,24,15719.39888
6.86,32,15728.618544
6.11,24,15735.460245
6.55,26,15742.829762
6.21,31,15751.962397
8.28,28,15759.772908
8.1,29,15768.30062
6.89,37,15778.648119
7.47,23,15785.412491
8.08,27,15792.772815
7.17,20,15798.39423
5.87,26,15805.989954
6.97,23,15812.259496
6.75,25,15819.082221
7.31,28,15826.993711
6.71,34,15837.257002
6.29,22,15843.440274
6.31,27,15850.968799
6.68,26,15858.504471
4.65,13,15862.017728
7.8,36,15872.538947
6.31,19,15878.038971
5.4,23,15884.548487
8.14,37,15894.999969
7.09,20,15900.943978
6.22,25,15907.485746
5.79,31,15915.955476
6.73,29,15924.078677
6.66,29,15932.476347
7.2,37,15943.949389
5.88,29,15953.264859
6.06,28,15961.223764
7.27,29,15969.242208
6.2,22,15975.62627
7.54,33,15984.543458
7.46,33,15993.734116
7.32,23,16000.798523
5.28,27,16008.105823
7.36,25,16015.487009
7.27,28,16023.40604
7.0,27,16030.776182
6.91,34,16040.499907
6.46,33,16050.336202
4.86,16,16054.661383
6.95,29,16063.132984
5.53,34,16072.687059
8.08,27,16080.385909
7.52,27,16087.955348
7.92,28,16095.878535
7.68,24,16102.822735
6.86,24,16109.695543
8.3,38,16120.580406
6.72,24,16127.422373
4.27,23,16134.242466
7.63,30,16142.71254
6.51,26,16150.234604
7.55,32,16159.737404
6.23,25,16166.748926
5.69,23,16173.317642
7.0,30,16182.14741
7.83,32,16191.272269
5.98,25,16198.442764
7.19,33,16207.767616
6.53,33,16216.976583
6.9,28,16224.922404
6.34,25,16232.240841
7.27,24,16239.255101
7.84,29,16247.603142
6.37,22,16253.622011
7.1,21,16259.494947
6.62,30,16268.301767
6.2,21,16274.390558
6.66,28,16282.05559
6.66,22,16288.351139
7.52,32,16297.257443
7.1,30,16305.936478
7.53,23,16312.068813
7.31,18,16317.193959
6.45,29,16325.045643
6.9,35,16334.936721
